6.825672018474548963e+01 2.240497262888176827e-02 1.176767564194522858e-01 9.371873716058459758e-02 2.259195254751115697e-09 9.757678152637844216e-01
6.825672018474548963e+01 2.240497262888176827e-02 1.176767564194522858e-01 9.371873716058459758e-02 2.259195254751115697e-09 9.757678152637844216e-01
6.825672018474548963e+01 2.240497262888176827e-02 1.176767564194522858e-01 9.371873716058459758e-02 2.259195254751115697e-09 9.757678152637844216e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.825668660313912994e+01 2.214297618466061490e-02 1.170359204021549915e-01 7.484826908394293099e-02 2.160551203407997275e-09 9.791627482868490162e-01
6.863126736133088457e+01 2.227439174925948187e-02 1.166095002820458498e-01 7.273953380395520307e-02 2.150319801749681810e-09 9.797738991540987374e-01
6.863126736133088457e+01 2.227439174925948187e-02 1.166095002820458498e-01 7.273953380395520307e-02 2.150319801749681810e-09 9.797738991540987374e-01
6.863126736133088457e+01 2.227439174925948187e-02 1.166095002820458498e-01 7.273953380395520307e-02 2.150319801749681810e-09 9.797738991540987374e-01
6.867657269676873000e+01 2.229830932849685005e-02 1.170408320831992782e-01 7.113268910749169505e-02 2.149564296759509502e-09 9.806506886201273865e-01
6.867657269676873000e+01 2.229830932849685005e-02 1.170408320831992782e-01 7.113268910749169505e-02 2.149564296759509502e-09 9.806506886201273865e-01
6.867657269676873000e+01 2.229830932849685005e-02 1.170408320831992782e-01 7.113268910749169505e-02 2.149564296759509502e-09 9.806506886201273865e-01
6.867657269676873000e+01 2.229830932849685005e-02 1.170408320831992782e-01 7.113268910749169505e-02 2.149564296759509502e-09 9.806506886201273865e-01
6.867657269676873000e+01 2.229830932849685005e-02 1.170408320831992782e-01 7.113268910749169505e-02 2.149564296759509502e-09 9.806506886201273865e-01
